1000, 1000
x軸, y軸（補正なし）, ypos（補正あり）
899, 383, 371
845, 281, 269
845, 281, 269
846, 281, 269
905, 382, 370
845, 282, 270
844, 282, 270
845, 281, 269
903, 383, 371
844, 280, 268
905, 382, 370
903, 383, 371
903, 382, 370
904, 383, 371
903, 383, 371
904, 382, 370
844, 281, 269
904, 382, 370
845, 281, 269
903, 382, 370
903, 383, 371
845, 281, 269
846, 280, 268
903, 382, 370
904, 382, 370
844, 280, 268
846, 281, 269
903, 383, 371
903, 383, 371
845, 281, 269
