1000, 1000
x軸, y軸（補正なし）, ypos（補正あり）
792, 401, 389
789, 400, 388
807, 402, 390
594, 430, 418
790, 402, 390
778, 397, 385
786, 402, 390
810, 399, 387
790, 401, 389
783, 400, 388
795, 402, 390
785, 401, 389
799, 403, 391
801, 402, 390
800, 401, 389
790, 403, 391
789, 401, 389
799, 403, 391
807, 402, 390
792, 399, 387
780, 399, 387
800, 402, 390
799, 403, 391
